Player,Nation,Pos,Age,90s,PerformanceCrdY,PerformanceCrdR,Performance2CrdY,PerformanceFls,PerformanceFld,PerformanceOff,PerformanceCrs,PerformanceInt,PerformanceTklW,PerformancePKwon,PerformancePKcon,PerformanceOG,PerformanceRecov,Aerial DuelsWon,Aerial DuelsLost,Aerial DuelsWon%,Playing TimeMP,Playing TimeStarts,Playing TimeMin,Playing Time90s,PerformanceGls,PerformanceAst,PerformanceG+A,PerformanceG-PK,PerformancePK,PerformancePKatt,ExpectedxG,ExpectednpxG,ExpectedxAG,ExpectednpxG+xAG,ProgressionPrgC,ProgressionPrgP,ProgressionPrgR,Per 90 MinutesGls,Per 90 MinutesAst,Per 90 MinutesG+A,Per 90 MinutesG-PK,Per 90 MinutesG+A-PK,Per 90 MinutesxG,Per 90 MinutesxAG,Per 90 MinutesxG+xAG,Per 90 MinutesnpxG,Per 90 MinutesnpxG+xAG,StandardGls,StandardSh,StandardSoT,StandardSoT%,StandardSh/90,StandardSoT/90,StandardG/Sh,StandardG/SoT,StandardDist,StandardFK,StandardPK,StandardPKatt,ExpectednpxG/Sh,ExpectedG-xG,Expectednp:G-xG,TotalCmp,TotalAtt,TotalCmp%,TotalTotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,Ast,xAG,ExpectedxA,ExpectedA-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass TypesLive,Pass TypesDead,Pass TypesFK,Pass TypesTB,Pass TypesSw,Pass TypesCrs,Pass TypesTI,Pass TypesCK,Corner KicksIn,Corner KicksOut,Corner KicksStr,OutcomesCmp,OutcomesOff,OutcomesBlocks,SCASCA,SCASCA90,SCA TypesPassLive,SCA TypesPassDead,SCA TypesTO,SCA TypesSh,SCA TypesFld,SCA TypesDef,GCAGCA,GCAGCA90,GCA TypesPassLive,GCA TypesPassDead,GCA TypesTO,GCA TypesSh,GCA TypesFld,GCA TypesDef,TacklesTkl,TacklesTklW,TacklesDef 3rd,TacklesMid 3rd,TacklesAtt 3rd,ChallengesTkl,ChallengesAtt,ChallengesTkl%,ChallengesLost,BlocksBlocks,BlocksSh,BlocksPass,Int,Tkl+Int,Clr,Err,TouchesTouches,TouchesDef Pen,TouchesDef 3rd,TouchesMid 3rd,TouchesAtt 3rd,TouchesAtt Pen,TouchesLive,Take-OnsAtt,Take-OnsSucc,Take-OnsSucc%,Take-OnsTkld,Take-OnsTkld%,CarriesCarries,CarriesTotDist,CarriesPrgDist,CarriesPrgC,Carries1/3,CarriesCPA,CarriesMis,CarriesDis,ReceivingRec,ReceivingPrgR,Playing TimeMn/MP,Playing TimeMin%,StartsStarts,StartsMn/Start,StartsCompl,SubsSubs,SubsMn/Sub,SubsunSub,Team SuccessPPM,Team SuccessonG,Team SuccessonGA,Team Success+/-,Team Success+/-90,Team SuccessOn-Off,Team Success (xG)onxG,Team Success (xG)onxGA,Team Success (xG)xG+/-,Team Success (xG)xG+/-90,Team Success (xG)On-Off,PerformanceGA,PerformanceGA90,PerformanceSoTA,PerformanceSaves,PerformanceSave%,PerformanceW,PerformanceD,PerformanceL,PerformanceCS,PerformanceCS%,Penalty KicksPKatt,Penalty KicksPKA,Penalty KicksPKsv,Penalty KicksPKm,Penalty KicksSave%,GoalsGA,GoalsPKA,GoalsFK,GoalsCK,GoalsOG,ExpectedPSxG,ExpectedPSxG/SoT,ExpectedPSxG+/-,Expected/90,LaunchedCmp,LaunchedAtt,LaunchedCmp%,PassesAtt (GK),PassesThr,PassesLaunch%,PassesAvgLen,Goal KicksAtt,Goal KicksLaunch%,Goal KicksAvgLen,CrossesOpp,CrossesStp,CrossesStp%,Sweeper#OPA,Sweeper#OPA/90,SweeperAvgDist
Guglielmo Vicario,it ITA,GK,28-092,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,4.0,0.0,100.0,12,12,1080.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,421.0,460.0,91.5,7911.0,4683.0,139.0,140.0,99.3,235.0,239.0,98.3,41.0,74.0,55.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,460.0,413.0,47.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,7.0,2.0,487.0,311.0,477.0,10.0,0.0,0.0,487.0,1.0,1.0,100.0,0.0,0.0,355.0,1725.0,929.0,0.0,0.0,0.0,0.0,0.0,322.0,0.0,90.0,60.0,12,90.0,12,0,,0,1.58,27.0,13.0,14.0,1.17,1.42,23.8,15.1,8.7,0.73,1.54,13.0,1.08,41.0,28.0,68.3,6.0,1.0,5.0,3.0,25.0,0.0,0.0,0.0,0.0,,13.0,0.0,0.0,2.0,0.0,15.9,0.39,2.9,0.24,10.0,31.0,32.3,423.0,69.0,6.6,20.8,37.0,8.1,20.1,146.0,19.0,13.0,20.0,1.67,14.1
James Maddison,eng ENG,MF,28-045,12.9,4.0,0.0,0.0,17.0,43.0,2.0,73.0,10.0,11.0,0.0,0.0,0.0,48.0,5.0,6.0,45.5,20,14,1165.0,12.9,8.0,4.0,12.0,8.0,0.0,0.0,4.8,4.8,2.7,7.4,31.0,107.0,61.0,0.62,0.31,0.93,0.62,0.93,0.37,0.21,0.57,0.37,0.57,8.0,32.0,16.0,50.0,2.47,1.24,0.25,0.5,16.1,4.0,0.0,0.0,0.15,3.2,3.2,660.0,820.0,80.5,10730.0,3386.0,322.0,357.0,90.2,265.0,312.0,84.9,49.0,110.0,44.5,4.0,2.7,4.4,1.3,26.0,71.0,27.0,5.0,107.0,820.0,727.0,89.0,32.0,8.0,5.0,73.0,3.0,49.0,30.0,6.0,0.0,660.0,4.0,7.0,62.0,4.8,43.0,7.0,4.0,3.0,5.0,0.0,13.0,1.01,9.0,1.0,2.0,1.0,0.0,0.0,18.0,11.0,5.0,9.0,4.0,8.0,23.0,34.8,15.0,10.0,3.0,7.0,10.0,28.0,15.0,0.0,963.0,17.0,135.0,424.0,415.0,56.0,963.0,45.0,21.0,46.7,19.0,42.2,678.0,3428.0,1580.0,31.0,28.0,11.0,14.0,16.0,737.0,61.0,58.0,64.7,14,75.0,0,6,19.0,0,1.2,26.0,18.0,8.0,0.62,0.05,22.6,21.0,1.6,0.12,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Williams Barnett,eng ENG,FW,16-098,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Bergvall,se SWE,MF,18-340,3.2,2.0,0.0,0.0,8.0,4.0,0.0,11.0,8.0,7.0,0.0,0.0,0.0,28.0,3.0,5.0,37.5,13,2,292.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,10.0,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,0.0,2.0,0.0,0.0,0.62,0.0,0.0,,24.6,0.0,0.0,0.0,0.04,-0.1,-0.1,214.0,242.0,88.4,3611.0,704.0,99.0,105.0,94.3,91.0,100.0,91.0,19.0,26.0,73.1,0.0,0.2,0.4,-0.2,2.0,15.0,5.0,2.0,19.0,242.0,226.0,15.0,5.0,0.0,3.0,11.0,4.0,6.0,3.0,2.0,0.0,214.0,1.0,2.0,5.0,1.54,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,6.0,3.0,7.0,11.0,63.6,4.0,5.0,4.0,1.0,8.0,20.0,6.0,1.0,287.0,11.0,59.0,148.0,85.0,4.0,287.0,14.0,8.0,57.1,4.0,28.6,190.0,1284.0,606.0,10.0,6.0,1.0,8.0,7.0,203.0,9.0,22.0,16.2,2,76.0,1,11,13.0,7,1.31,11.0,5.0,6.0,1.85,1.49,7.6,7.5,0.1,0.02,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maeson King,eng ENG,DF,19-120,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malachi Hardy,eng ENG,DF,16-303,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micky van de Ven,nl NED,DF,23-263,8.8,4.0,0.0,0.0,8.0,6.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,54.0,16.0,16.0,50.0,9,9,788.0,8.8,0.0,2.0,2.0,0.0,0.0,0.0,0.4,0.4,1.2,1.5,8.0,43.0,1.0,0.0,0.23,0.23,0.0,0.23,0.04,0.13,0.17,0.04,0.17,0.0,5.0,1.0,20.0,0.57,0.11,0.0,0.0,10.8,0.0,0.0,0.0,0.07,-0.4,-0.4,589.0,645.0,91.3,11030.0,3317.0,180.0,196.0,91.8,369.0,383.0,96.3,35.0,53.0,66.0,2.0,1.2,0.7,0.8,2.0,41.0,1.0,0.0,43.0,645.0,611.0,33.0,16.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,589.0,1.0,5.0,9.0,1.03,6.0,0.0,0.0,2.0,1.0,0.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,3.0,4.0,1.0,6.0,11.0,54.5,5.0,8.0,5.0,3.0,9.0,17.0,29.0,1.0,716.0,79.0,373.0,319.0,32.0,8.0,716.0,6.0,4.0,66.7,2.0,33.3,504.0,2357.0,1129.0,8.0,10.0,1.0,4.0,4.0,520.0,1.0,88.0,43.8,9,88.0,7,0,,0,1.44,19.0,11.0,8.0,0.91,0.56,17.5,9.6,7.9,0.9,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mikey Moore,eng ENG,FW,17-149,0.9,0.0,0.0,0.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,50.0,4,1,85.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,0.0,1.0,0.0,0.0,1.06,0.0,0.0,,23.4,0.0,0.0,0.0,0.04,0.0,0.0,15.0,22.0,68.2,164.0,46.0,7.0,7.0,100.0,4.0,7.0,57.1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,22.0,18.0,4.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,15.0,0.0,0.0,5.0,5.29,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,34.0,0.0,4.0,6.0,24.0,3.0,34.0,6.0,1.0,16.7,4.0,66.7,27.0,235.0,125.0,5.0,2.0,2.0,2.0,2.0,27.0,12.0,21.0,4.7,1,61.0,0,3,8.0,2,1.5,1.0,1.0,0.0,0.0,-0.63,2.1,0.9,1.3,1.34,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pape Matar Sarr,sn SEN,MF,22-115,11.8,3.0,0.0,0.0,19.0,21.0,1.0,5.0,17.0,23.0,0.0,1.0,0.0,76.0,18.0,20.0,47.4,20,12,1062.0,11.8,1.0,2.0,3.0,1.0,0.0,0.0,2.1,2.1,1.3,3.4,18.0,58.0,31.0,0.08,0.17,0.25,0.08,0.25,0.18,0.11,0.29,0.18,0.29,1.0,20.0,9.0,45.0,1.69,0.76,0.05,0.11,22.8,0.0,0.0,0.0,0.11,-1.1,-1.1,577.0,660.0,87.4,8955.0,2108.0,311.0,344.0,90.4,223.0,245.0,91.0,29.0,37.0,78.4,2.0,1.3,0.5,0.7,9.0,63.0,6.0,2.0,58.0,660.0,649.0,9.0,4.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,577.0,2.0,13.0,26.0,2.2,21.0,1.0,1.0,2.0,0.0,1.0,5.0,0.42,3.0,0.0,1.0,1.0,0.0,0.0,33.0,23.0,14.0,17.0,2.0,7.0,14.0,50.0,7.0,17.0,4.0,13.0,17.0,50.0,11.0,1.0,792.0,21.0,163.0,448.0,197.0,12.0,792.0,18.0,8.0,44.4,9.0,50.0,513.0,2975.0,1220.0,18.0,21.0,2.0,20.0,12.0,569.0,31.0,53.0,59.0,12,72.0,3,8,24.0,0,1.2,26.0,19.0,7.0,0.59,-0.02,18.6,21.5,-3.0,-0.25,-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Porro,es ESP,DF,25-116,18.1,2.0,0.0,0.0,11.0,18.0,1.0,109.0,20.0,28.0,0.0,0.0,0.0,93.0,6.0,12.0,33.3,20,17,1628.0,18.1,2.0,4.0,6.0,2.0,0.0,0.0,1.3,1.3,2.1,3.4,44.0,94.0,62.0,0.11,0.22,0.33,0.11,0.33,0.07,0.12,0.19,0.07,0.19,2.0,27.0,6.0,22.2,1.49,0.33,0.07,0.33,23.1,2.0,0.0,0.0,0.05,0.7,0.7,847.0,1151.0,73.6,14413.0,5561.0,438.0,497.0,88.1,305.0,394.0,77.4,81.0,181.0,44.8,4.0,2.1,2.3,1.9,31.0,75.0,35.0,14.0,94.0,1151.0,946.0,201.0,27.0,3.0,9.0,109.0,149.0,25.0,2.0,20.0,0.0,847.0,4.0,44.0,62.0,3.43,43.0,11.0,1.0,4.0,3.0,0.0,6.0,0.33,2.0,3.0,1.0,0.0,0.0,0.0,37.0,28.0,15.0,14.0,8.0,25.0,43.0,58.1,18.0,32.0,11.0,21.0,20.0,57.0,49.0,1.0,1367.0,82.0,399.0,474.0,504.0,20.0,1367.0,20.0,6.0,30.0,12.0,60.0,732.0,3400.0,1741.0,44.0,35.0,2.0,16.0,15.0,789.0,62.0,81.0,90.4,17,90.0,15,3,34.0,0,1.2,38.0,28.0,10.0,0.55,-0.49,32.5,31.3,1.2,0.07,-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radu Drăgușin,ro ROU,DF,22-339,11.4,1.0,0.0,0.0,6.0,7.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,45.0,26.0,15.0,63.4,13,11,1027.0,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.0,4.0,1.0,25.0,0.35,0.09,0.0,0.0,12.2,0.0,0.0,0.0,0.02,-0.1,-0.1,594.0,697.0,85.2,11182.0,4415.0,197.0,212.0,92.9,352.0,383.0,91.9,37.0,86.0,43.0,0.0,0.0,0.1,0.0,1.0,45.0,0.0,0.0,35.0,697.0,657.0,40.0,34.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,594.0,0.0,4.0,5.0,0.44,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,7.0,2.0,0.0,6.0,10.0,60.0,4.0,15.0,10.0,5.0,14.0,23.0,38.0,4.0,790.0,118.0,413.0,360.0,23.0,8.0,790.0,1.0,0.0,0.0,0.0,0.0,525.0,2850.0,1432.0,6.0,3.0,0.0,8.0,1.0,553.0,1.0,79.0,57.1,11,86.0,9,2,43.0,7,1.08,23.0,22.0,1.0,0.09,-1.19,19.6,25.2,-5.6,-0.49,-1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richarlison,br BRA,FW,27-242,1.0,1.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,2.0,33.3,5,0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,4.0,5.0,12.0,0.0,1.0,1.0,0.0,1.0,0.19,0.76,0.95,0.19,0.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,4.8,0.0,0.0,0.0,0.19,-0.2,-0.2,23.0,34.0,67.6,300.0,69.0,13.0,14.0,92.9,7.0,13.0,53.8,1.0,2.0,50.0,1.0,0.8,0.5,0.2,2.0,4.0,0.0,0.0,5.0,34.0,34.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,2.0,3.0,2.97,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.99,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,47.0,2.0,6.0,28.0,13.0,5.0,47.0,5.0,1.0,20.0,3.0,60.0,28.0,153.0,65.0,4.0,2.0,1.0,2.0,1.0,39.0,12.0,18.0,5.0,0,,0,5,18.0,0,2.0,4.0,0.0,4.0,4.0,3.58,2.3,0.6,1.7,1.66,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodrigo Bentancur,uy URU,MF,27-196,7.6,5.0,0.0,0.0,17.0,3.0,0.0,1.0,17.0,10.0,0.0,0.0,0.0,55.0,15.0,10.0,60.0,12,9,688.0,7.6,2.0,0.0,2.0,2.0,0.0,0.0,0.8,0.8,0.1,0.9,7.0,51.0,8.0,0.26,0.0,0.26,0.26,0.26,0.1,0.02,0.12,0.1,0.12,2.0,13.0,3.0,23.1,1.7,0.39,0.15,0.67,20.3,0.0,0.0,0.0,0.06,1.2,1.2,432.0,485.0,89.1,7036.0,1716.0,204.0,222.0,91.9,197.0,210.0,93.8,21.0,30.0,70.0,0.0,0.1,0.4,-0.1,3.0,51.0,5.0,0.0,51.0,485.0,467.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,432.0,0.0,9.0,17.0,2.22,12.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,11.0,10.0,1.0,12.0,18.0,66.7,6.0,8.0,1.0,7.0,17.0,39.0,8.0,1.0,573.0,25.0,131.0,338.0,110.0,9.0,573.0,8.0,3.0,37.5,4.0,50.0,339.0,1424.0,588.0,7.0,9.0,3.0,4.0,7.0,390.0,8.0,57.0,38.2,9,74.0,2,3,8.0,0,1.17,12.0,12.0,0.0,0.0,-0.97,15.5,9.5,6.0,0.79,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sergio Reguilón,es ESP,DF,28-022,1.0,1.0,0.0,0.0,1.0,4.0,0.0,6.0,2.0,3.0,0.0,0.0,0.0,8.0,4.0,2.0,66.7,2,0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.07,0.03,0.1,0.07,0.1,0.0,1.0,0.0,0.0,1.05,0.0,0.0,,5.4,0.0,0.0,0.0,0.07,-0.1,-0.1,52.0,74.0,70.3,820.0,306.0,26.0,34.0,76.5,24.0,33.0,72.7,2.0,5.0,40.0,0.0,0.0,0.2,0.0,1.0,7.0,2.0,1.0,8.0,74.0,66.0,7.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,52.0,1.0,2.0,1.0,1.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,2.0,50.0,1.0,3.0,0.0,3.0,2.0,5.0,2.0,0.0,87.0,2.0,25.0,40.0,23.0,2.0,87.0,3.0,1.0,33.3,0.0,0.0,46.0,181.0,109.0,2.0,0.0,0.0,1.0,0.0,52.0,9.0,43.0,4.8,0,,0,2,43.0,5,0.5,0.0,1.0,-1.0,-1.05,-1.73,1.5,1.2,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Son Heung-min,kr KOR,FW,32-183,13.8,0.0,0.0,0.0,3.0,16.0,10.0,37.0,4.0,4.0,0.0,0.0,0.0,49.0,2.0,7.0,22.2,17,15,1238.0,13.8,5.0,6.0,11.0,5.0,0.0,1.0,4.5,3.7,5.8,9.5,60.0,73.0,169.0,0.36,0.44,0.8,0.36,0.8,0.33,0.42,0.75,0.27,0.69,5.0,34.0,17.0,50.0,2.47,1.24,0.15,0.29,17.4,1.0,0.0,1.0,0.11,0.5,1.3,467.0,574.0,81.4,6663.0,1720.0,284.0,309.0,91.9,134.0,162.0,82.7,26.0,47.0,55.3,6.0,5.8,3.7,0.2,33.0,23.0,36.0,5.0,73.0,574.0,544.0,29.0,5.0,2.0,2.0,37.0,5.0,15.0,10.0,0.0,0.0,467.0,1.0,16.0,72.0,5.24,57.0,4.0,8.0,1.0,2.0,0.0,9.0,0.65,9.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,1.0,4.0,2.0,3.0,14.0,21.4,11.0,5.0,0.0,5.0,4.0,11.0,10.0,1.0,700.0,8.0,61.0,222.0,424.0,78.0,699.0,52.0,21.0,40.4,25.0,48.1,479.0,2925.0,1538.0,60.0,33.0,23.0,16.0,14.0,553.0,169.0,73.0,68.8,15,78.0,7,2,32.0,0,1.24,31.0,21.0,10.0,0.73,0.41,23.6,24.5,-0.9,-0.07,-0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timo Werner,de GER,"FW,MF",28-307,5.6,0.0,0.0,0.0,3.0,5.0,5.0,28.0,1.0,4.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,17,4,507.0,5.6,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,2.5,3.5,42.0,29.0,87.0,0.0,0.53,0.53,0.0,0.53,0.17,0.44,0.62,0.17,0.62,0.0,8.0,3.0,37.5,1.42,0.53,0.0,0.0,18.2,0.0,0.0,0.0,0.12,-1.0,-1.0,155.0,233.0,66.5,2327.0,585.0,79.0,96.0,82.3,59.0,84.0,70.2,7.0,18.0,38.9,3.0,2.5,1.5,0.5,10.0,3.0,15.0,2.0,29.0,233.0,219.0,12.0,2.0,2.0,2.0,28.0,8.0,2.0,1.0,0.0,0.0,155.0,2.0,15.0,18.0,3.18,14.0,0.0,2.0,1.0,1.0,0.0,3.0,0.53,3.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3.0,3.0,0.0,3.0,13.0,23.1,10.0,10.0,1.0,9.0,1.0,7.0,7.0,0.0,294.0,8.0,23.0,78.0,200.0,33.0,294.0,19.0,10.0,52.6,8.0,42.1,211.0,1750.0,1050.0,42.0,24.0,18.0,14.0,6.0,223.0,87.0,30.0,28.2,4,71.0,0,13,17.0,3,0.88,10.0,12.0,-2.0,-0.36,-1.33,10.8,11.5,-0.7,-0.12,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Lankshear,eng ENG,FW,19-262,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.6,0,,0,2,5.0,10,2.0,0.0,0.0,0.0,0.0,-0.6,0.4,0.0,0.4,3.84,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wilson Odobert,fr FRA,FW,20-040,1.8,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,9.0,3.0,0.0,100.0,3,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,13.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.27,0.23,0.27,0.0,6.0,0.0,0.0,3.33,0.0,0.0,,16.8,0.0,0.0,0.0,0.07,-0.4,-0.4,59.0,78.0,75.6,728.0,105.0,42.0,46.0,91.3,14.0,20.0,70.0,0.0,1.0,0.0,0.0,0.1,0.1,-0.1,3.0,3.0,3.0,0.0,10.0,78.0,74.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,59.0,3.0,4.0,4.0,2.24,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,2.0,1.0,4.0,6.0,66.7,2.0,1.0,0.0,1.0,0.0,5.0,1.0,1.0,105.0,2.0,11.0,29.0,65.0,13.0,105.0,10.0,3.0,30.0,6.0,60.0,76.0,626.0,410.0,13.0,10.0,6.0,4.0,4.0,80.0,18.0,54.0,9.0,2,70.0,0,1,23.0,0,1.0,3.0,1.0,2.0,1.11,0.56,3.0,1.8,1.2,0.65,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yves Bissouma,ml MLI,MF,28-130,10.3,5.0,0.0,0.0,16.0,14.0,0.0,1.0,13.0,21.0,0.0,1.0,0.0,53.0,3.0,6.0,33.3,16,10,924.0,10.3,2.0,0.0,2.0,2.0,0.0,0.0,0.4,0.4,0.2,0.6,14.0,64.0,2.0,0.19,0.0,0.19,0.19,0.19,0.04,0.02,0.06,0.04,0.06,2.0,5.0,2.0,40.0,0.49,0.19,0.4,1.0,22.7,0.0,0.0,0.0,0.07,1.6,1.6,540.0,604.0,89.4,8360.0,2284.0,290.0,312.0,92.9,203.0,216.0,94.0,28.0,47.0,59.6,0.0,0.2,0.5,-0.2,4.0,48.0,7.0,0.0,64.0,604.0,571.0,31.0,30.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,540.0,2.0,5.0,12.0,1.17,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,21.0,13.0,16.0,2.0,15.0,27.0,55.6,12.0,6.0,3.0,3.0,13.0,44.0,23.0,2.0,720.0,47.0,194.0,417.0,115.0,3.0,720.0,16.0,6.0,37.5,10.0,62.5,436.0,2722.0,1255.0,14.0,15.0,0.0,17.0,7.0,503.0,2.0,58.0,51.3,10,81.0,3,6,19.0,1,1.06,24.0,16.0,8.0,0.78,0.37,17.3,18.8,-1.6,-0.15,-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
